,StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q1_8_TEXT,Q2,Q3,Q4,Q4_6_TEXT,Q5,Q5_7_TEXT,Q6,Q6_6_TEXT,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q16_9_TEXT,Q17,Q18,Q19,Q19_12_TEXT,Q20,Q21,Q22_1,Q22_2,Q22_3,Q22_4,Q22_5,Q22_6,Q22_7,Q22_8,Any Questions? ,Q3 - Topics,Q3 - Parent Topics,Q3 - Topic Hierarchy Level 1,Q9_fac
37,2024-11-06 06:02:11,2024-11-06 06:05:08,0,178.192.150.177,100,177,1,2024-11-06 06:05:08.571000,R_2QnOXdw4CVUUUWY,,,,,47.3878,8.3813,anonymous,EN,3,,1,21,3,,2,,5,,3,9,1,2,5,5,3,2,1,"1,2,5,6",,1,3,,,1,5,3,4,6,1,5,7,2,8,,Unknown,,,0
38,2024-11-06 06:01:38,2024-11-06 06:05:53,0,81.28.13.148,100,254,1,2024-11-06 06:05:54.519000,R_4hRr33B9gHymyt1,,,,,1.3552,103.8859,anonymous,EN,2,,1,23,2,,3,,6,Science ,2,3,3,2,3,3,2,4,2,8,,1,1,,,4,4,1,6,5,2,3,4,7,8,,Unknown,,,4
39,2024-11-06 06:06:23,2024-11-06 06:09:39,0,213.55.240.187,100,195,1,2024-11-06 06:09:39.740000,R_8JLtNReRTdI5XZ3,,,,,47.3952,8.4925,anonymous,EN,2,,2,26,4,,3,,6,,1,3,4,2,2,2,1,4,1,8,,2,3,,,3,1,1,8,5,3,2,4,7,6,,Unknown,,,2
40,2024-11-06 06:06:46,2024-11-06 06:10:56,0,62.12.167.66,100,249,1,2024-11-06 06:10:56.670000,R_2xFaj5Xzq94T6up,,,,,47.3712,8.4789,anonymous,EN,2,,2,24,4,,5,,7,,1,3,4,2,3,4,3,4,1,8,,1,1,,,3,4,1,3,7,5,4,6,2,8,,Unknown,,,2
41,2024-11-06 06:05:43,2024-11-06 06:14:32,0,160.16.205.45,100,528,1,2024-11-06 06:14:32.886000,R_4Qhi5z2XqKQheKK,,,,,35.6887,139.745,anonymous,EN,2,,2,21,2,,3,,6,,2,3,"1,4",2,5,4,2,2,1,"1,3,6,8",,1,4,,,2,4,1,8,4,7,6,3,2,5,,Unknown,,,6
42,2024-11-06 06:08:47,2024-11-06 06:16:05,0,106.121.81.137,100,437,1,2024-11-06 06:16:06.821000,R_4gSImLUBkMPwUVI,,,,,34.7732,113.722,anonymous,EN,2,,1,22,5,,4,,5,,2,3,"1,3",2,4,1,1,4,1,"1,7,8",,1,3,,,3,4,3,1,7,2,6,5,4,8,,Unknown,,,8
43,2024-11-06 06:12:12,2024-11-06 06:17:35,0,183.172.18.232,100,323,1,2024-11-06 06:17:36.771000,R_4V1REvcvoDCiKml,,,,,34.7732,113.722,anonymous,EN,2,,2,22,3,,4,,5,,2,3,4,2,4,3,2,4,1,"1,3,8",,1,3,,,4,2,1,5,6,2,4,3,7,8,,Unknown,,,2
44,2024-11-06 06:27:27,2024-11-06 06:31:45,0,195.176.112.227,100,257,1,2024-11-06 06:31:45.727000,R_2X6Z7PWVuudHU0Y,,,,,47.3989,8.4965,anonymous,EN,3,,2,20,3,,2,,5,,2,9,1,2,5,1,2,2,1,"1,2,5",,1,3,,,2,3,2,5,7,3,6,1,4,8,,Unknown,,,0
45,2024-11-06 06:26:49,2024-11-06 06:33:02,0,194.230.148.164,100,373,1,2024-11-06 06:33:03.530000,R_2C7a47Avl3jmtrf,,,,,47.4243,8.5318,anonymous,EN,2,,2,24,4,,2,,6,,1,3,1,2,4,3,3,2,1,2,,2,5,,,3,4,1,5,2,4,3,6,7,8,,Unknown,,,0
46,2024-11-06 06:34:40,2024-11-06 06:38:21,0,85.4.65.90,100,220,1,2024-11-06 06:38:22.034000,R_2zbVjVkVqFfaUYd,,,,,47.0634,8.3012,anonymous,EN,3,,1,23,1,,2,,6,,3,9,"1,2",2,4,1,3,2,1,"1,2,6,7",,1,4,,,3,4,2,1,3,5,4,8,6,7,,Unknown,,,5
47,2024-11-06 06:41:18,2024-11-06 06:43:42,0,195.176.112.222,100,143,1,2024-11-06 06:43:43.026000,R_2fdC3ftnwHUZSXQ,,,,,47.3989,8.4965,anonymous,EN,2,,2,,4,,2,,5,,2,9,1,2,3,3,2,4,1,"1,2,3,4",,2,4,,,4,3,1,3,2,4,5,6,7,8,,,,,0
48,2024-11-06 06:40:35,2024-11-06 06:44:16,0,31.10.135.89,100,221,1,2024-11-06 06:44:17.040000,R_2Ceeb2flGng0Vxk,,,,,47.4663,8.3471,anonymous,EN,3,,2,33,4,,4,,1,,2,9,1,2,5,5,3,2,1,1,,1,4,,,1,5,3,4,7,8,1,6,2,5,,Unknown,,,0
49,2024-11-06 06:43:45,2024-11-06 06:46:25,0,213.55.185.234,100,160,1,2024-11-06 06:46:26.211000,R_8DTQa8HKDm0m1J6,,,,,47.4095,8.5514,anonymous,EN,3,,1,23,4,,4,,1,,1,4,"1,2",2,5,1,4,4,1,"2,5,8",,1,2,,,4,4,2,4,1,7,3,5,6,8,,Unknown,,,5
50,2024-11-06 06:36:59,2024-11-06 06:46:50,0,223.104.7.82,100,590,1,2024-11-06 06:46:50.907000,R_4JPC7nbBgoLPidz,,,,,39.1488,117.1762,anonymous,EN,2,,2,25,4,,2,,7,,1,3,1,1,4,1,3,4,1,"6,8",,2,2,,,2,3,2,7,6,3,1,5,4,8,,Unknown,,,0
51,2024-11-06 06:55:28,2024-11-06 07:00:27,0,195.176.112.121,100,299,1,2024-11-06 07:00:28.283000,R_88nqoYZ1Bz220xz,,,,,47.3989,8.4965,anonymous,EN,2,,2,23,4,,2,,9,,2,3,4,1,4,1,5,4,1,1,,1,4,,,4,2,1,2,7,4,5,3,6,8,,Unknown,,,2
52,2024-11-06 05:43:23,2024-11-06 07:01:44,0,195.176.112.185,100,4701,1,2024-11-06 07:01:45.348000,R_2wMlHrOxYX9qMuO,,,,,47.3989,8.4965,anonymous,EN,3,,1,24,3,,7,,5,,3,9,1,2,5,1,3,2,1,"1,2,5,6,7,8",,2,4,,,2,4,1,4,3,2,5,7,6,8,,Unknown,,,0
53,2024-11-06 07:01:00,2024-11-06 07:02:59,0,195.176.112.74,100,119,1,2024-11-06 07:03:00.278000,R_241m58f3E71dju5,,,,,47.3989,8.4965,anonymous,EN,2,,2,4,4,,5,,9,,1,3,4,2,4,3,4,4,1,"1,2,3,6,7,8",,1,5,,,2,2,3,1,5,6,2,4,7,8,,Unknown,,,2
54,2024-11-06 07:03:38,2024-11-06 07:09:12,0,77.245.23.252,100,333,1,2024-11-06 07:09:12.850000,R_222NVcOESX378F1,,,,,47.3826,8.6585,anonymous,EN,3,,1,45,5,,2,,5,,3,9,1,2,4,1,4,4,1,"1,7",,2,3,,,2,5,3,4,2,5,1,6,8,7,,Unknown,,,0
55,2024-11-06 07:05:36,2024-11-06 07:10:10,0,194.230.147.170,100,273,1,2024-11-06 07:10:10.901000,R_814BEe53iWQC2al,,,,,46.9447,7.4651,anonymous,EN,2,,1,36,5,,2,,9,,1,9,1,1,2,4,2,4,1,8,,1,3,,,1,3,1,2,4,3,6,5,7,8,,Unknown,,,0
56,2024-11-06 06:19:31,2024-11-06 07:13:52,0,195.176.112.48,100,3261,1,2024-11-06 07:13:53.317000,R_8lyvEoFPAy3aKdg,,,,,47.3989,8.4965,anonymous,EN,2,,1,26,4,,7,,5,,1,3,3,2,5,3,4,4,1,"1,2,6",,1,4,,,3,5,3,1,4,5,6,2,7,8,"It’s not clear in the following questions description which vaccine the question is referring to after choosing the vaccine one took. This is important because I had different impressions of effectiveness on different vaccines. In addition, whether one was infected with or without vaccination depends on the time the person received the vaccine and got infected. I also feel like some questions multiple choices apply but this is not made possible nor clear from the question in what aspects one should narrow his choice.",Unknown,,,4
57,2024-11-06 07:14:04,2024-11-06 07:18:32,0,134.58.253.20,100,267,1,2024-11-06 07:18:32.888000,R_2MwWUaxcY6VEWS5,,,,,50.8758,4.7027,anonymous,EN,2,,1,30,4,,5,,9,,1,3,3,2,3,4,4,4,1,"2,8",,1,3,,,5,1,3,1,4,2,5,6,7,8,,Unknown,,,4
58,2024-11-06 07:12:16,2024-11-06 07:20:59,0,84.75.0.31,100,523,1,2024-11-06 07:21:00.244000,R_8VdggcXy9AZIwk9,,,,,47.3838,8.1787,anonymous,EN,3,,2,22,2,,2,,9,,3,9,5,1,4,1,5,5,3,,,,,12,There wasn’t enough research done whether i am allergic or not,2,4,1,7,4,3,2,8,6,5,,Unknown,,,9
59,2024-11-06 07:17:07,2024-11-06 07:23:37,0,195.176.112.7,100,389,1,2024-11-06 07:23:37.643000,R_8vJK8EPYgVnCktr,,,,,47.3989,8.4965,anonymous,EN,2,,1,23,3,,4,,9,,3,3,1,2,4,1,2,4,1,"1,3",,2,4,,,4,4,1,4,5,3,6,2,7,8,,Unknown,,,0
60,2024-11-06 07:02:24,2024-11-06 07:27:03,0,195.176.112.42,100,1479,1,2024-11-06 07:27:04.360000,R_2PmFUyYAT5b0mav,,,,,47.3989,8.4965,anonymous,EN,3,,2,22,3,,2,,5,,2,9,"1,2",1,4,1,4,1,1,"1,9",I believe that the vaccine is effective in narrow the effects of the virus and the severity of symtomd,2,3,,,4,5,1,5,3,2,6,4,7,8,,Unknown,,,5
61,2024-11-06 06:50:08,2024-11-06 07:28:40,0,109.202.243.12,100,2311,1,2024-11-06 07:28:40.874000,R_2wP1RurzAthNSKJ,,,,,51.4828,-0.1371,anonymous,EN,2,,2,24,4,,6,,6,nonononnohahahahahahaxx,1,3,4,2,4,1,3,1,1,1,,2,2,,,3,3,2,1,5,3,8,4,7,6,love you ,Unknown,,,2
62,2024-11-06 07:26:12,2024-11-06 07:31:20,0,194.230.148.28,100,308,1,2024-11-06 07:31:21.384000,R_2ooR69nFma9J7Hk,,,,,47.4243,8.5318,anonymous,EN,2,,1,24,3,,4,,1,,1,3,"1,2",2,5,5,3,4,1,"6,8",,1,3,,,4,4,6,3,2,5,1,4,7,8,,Unknown,,,5
63,2024-11-06 07:10:18,2024-11-06 07:32:07,0,101.5.207.231,100,1309,1,2024-11-06 07:32:08.798000,R_40xHUs1EFwvcSwF,,,,,34.7732,113.722,anonymous,EN,2,,1,23,5,,4,,9,,2,3,1,2,4,3,4,4,1,"1,2,3,6",,1,5,,,2,4,3,1,4,6,2,5,7,8,,Unknown,,,0
64,2024-11-06 07:26:11,2024-11-06 07:36:35,0,178.197.219.227,100,624,1,2024-11-06 07:36:36.556000,R_2tg5pnvDdQokTgW,,,,,47.3952,8.4925,anonymous,EN,3,,1,19,2,,4,,5,,2,9,"1,2",2,4,1,3,4,1,"2,3,4,5,6,7,8",,1,4,,,1,5,1,5,4,6,7,8,2,3,,Unknown,,,5
65,2024-11-06 07:51:40,2024-11-06 07:55:22,0,89.206.81.195,100,221,1,2024-11-06 07:55:22.804000,R_869nSeG8XJVrLRN,,,,,47.3976,8.5442,anonymous,EN,3,,2,54,5,,2,,9,,3,9,1,2,5,1,5,4,1,1,,1,4,,,4,4,1,6,7,2,3,4,5,8,,Unknown,,,0
66,2024-11-06 08:01:25,2024-11-06 08:04:14,0,223.73.31.23,100,169,1,2024-11-06 08:04:15.592000,R_4BK87wqroUnTErL,,,,,23.0177,113.7506,anonymous,EN,2,,2,24,4,,4,,7,,1,3,4,2,4,3,3,4,1,1,,1,3,,,3,3,2,6,1,3,7,4,5,8,,Unknown,,,2
67,2024-11-06 08:01:49,2024-11-06 08:05:35,0,192.41.132.220,100,225,1,2024-11-06 08:05:35.783000,R_2JWT9of2LgXC8nc,,,,,47.3804,8.5412,anonymous,EN,3,,1,22,4,,4,,9,,1,4,"1,2",2,5,1,2,5,3,,,,,"1,2,4,5,8",,4,2,1,4,3,5,2,6,7,8,"I think it was a bit to give an accurate ranking when having to rank the different things that could boost my willingness to take the vaccine, so I think my ranking might be a bit inaccurate just by the sheer amount of option.s",Unknown,,,5
68,2024-11-06 07:26:03,2024-11-06 08:09:09,0,195.176.113.222,100,2586,1,2024-11-06 08:09:10.263000,R_2M0tdpkmyHkLojb,,,,,47.3857,8.5348,anonymous,EN,3,,2,38,4,,2,,1,,2,9,"1,2",2,5,1,5,4,1,"1,7",,1,4,,,1,5,3,1,4,7,5,8,2,6,,Unknown,,,5
69,2024-11-06 08:10:46,2024-11-06 08:18:00,0,194.230.148.63,100,434,1,2024-11-06 08:18:01.583000,R_84u7wQgnagnZSF2,,,,,47.4243,8.5318,anonymous,EN,2,,1,24,4,,4,,9,,1,3,"3,4",2,5,1,3,4,1,"1,2,3,7,8",,2,3,,,2,4,1,2,6,4,5,3,7,8,,Unknown,,,10
70,2024-11-06 08:22:12,2024-11-06 08:30:58,0,89.206.81.216,100,526,1,2024-11-06 08:30:58.959000,R_8OU3vAHdVKCr7Ok,,,,,47.3976,8.5442,anonymous,EN,2,,2,28,5,,1,,9,,2,3,4,2,4,3,3,4,1,"1,2,3,7,8",,1,3,,,2,4,2,4,3,5,1,6,7,8,,Unknown,,,2
71,2024-11-06 08:33:35,2024-11-06 08:38:42,0,195.176.112.126,100,306,1,2024-11-06 08:38:42.745000,R_2fIbOb8Be7RUIK6,,,,,47.3989,8.4965,anonymous,EN,2,,2,23,4,,1,,9,,1,3,1,2,4,3,3,4,1,6,,2,3,,,2,4,1,6,7,3,4,5,2,8,,Unknown,,,0
72,2024-11-06 08:51:18,2024-11-06 08:56:01,0,194.230.160.53,100,283,1,2024-11-06 08:56:03.099000,R_2sVmZ2uoRCENVlv,,,,,47.5421,7.5962,anonymous,EN,2,,2,42,4,,1,,1,,3,9,1,1,4,1,3,4,1,1,,2,4,,,4,4,1,2,3,4,5,6,7,8,could you please let.me know the outcome?,Unknown,,,0
73,2024-11-06 09:18:18,2024-11-06 09:21:01,0,178.197.218.228,100,163,1,2024-11-06 09:21:02.232000,R_2fH8W4eqNSRaJB5,,,,,47.3952,8.4925,anonymous,EN,3,,2,32,4,,4,,9,,3,9,1,2,5,5,3,4,1,"2,7",,2,3,,,2,4,4,5,1,6,2,3,7,8,,Unknown,,,0
